 x,     y,    z,     r,    vx,   vz,  mode # DEFAULT(0) LAND(2) WAYPOINT(3)
 4.40,  0.00, 1.20,  0.00, 0.70, 0.5, 0
 4.40,  0.00, 1.20,  0.00, 0.70, 0.5, 0
 0.40,  0.00, 1.20,  0.00, 0.70, 0.5
 4.40,  0.00, 1.20,  0.00, 0.70, 0.5
 0.40,  0.00, 1.20,  0.00, 0.70, 0.5
 0.40,  0.00, 1.20,  0.00, 0.70, -0.4
