 x,     y,    z,     r,    vx,   vz,  mode # DEFAULT(0) LAND(2) WAYPOINT(3)
 6.06, -0.21, 0.90,  0.00, 0.50, 0.5
 6.06, -0.21, 0.75,  0.00, 0.50, 0.5
 6.06, -5.01, 0.75,  0.00, 0.50, 0.5
-0.62, -6.33, 1.05,  0.00, 0.50, 0.5
-2.42, -4.80, 1.20,  0.00, 0.50, 0.5
-2.42, -4.80, 1.20,  0.00, 0.50, -0.5
